,imdbid,genre,rating,country,language,runtime,release_date,certificate
6383,tt6613958,Crime,6.5/10,USA,English,115 min,8 June 2019,15
6384,tt6189022,Action,6.4/10,USA,English,121 min,21 August 2019,15
6385,tt7428820,Comedy,4.6/10,USA,English,98 min,12 July 2019,
6386,tt9465600,Sci-Fi,4.5/10,USA,English,91 min,22 November 2019,15
6387,tt8781414,Drama,6.7/10,Canada,English,105 min,13 September 2019,15
6388,tt5013782,Drama,5.4/10,USA,English,94 min,19 October 2018,
6389,tt0070917,Horror,7.5/10,UK,English,88 min,6 December 1973,X
6390,tt6095472,Animation,6.4/10,Finland,English,97 min,2 August 2019,U
6391,tt0204626,Crime,5.3/10,USA,English,97 min,9 March 2001,15
6392,tt3852042,Drama,5.5/10,USA,,110 min,25 October 2019,
6393,tt6246534,Drama,6.6/10,USA,English,102 min,18 October 2019,
6394,tt7227412,Drama,6.8/10,USA,English,96 min,19 November 2019,
6395,tt0061735,Comedy,7.8/10,USA,English,108 min,24 March 1968,U
6396,tt7308310,Drama,4.2/10,USA,Spanish,105 min,5 March 2020,18
6397,tt4400994,Action,6.3/10,USA,English,111 min,15 December 2017,15
6398,tt5770836,Drama,4.8/10,,English,86 min,2018,
6399,tt9268756,Documentary,7.4/10,UK,English,,13 October 2018,
6400,tt9711106,Action,5.1/10,USA,English,97 min,4 February 2020,15
6401,tt9382596,Action,4/10,USA,English,89 min,8 January 2019,15
6402,tt0105217,Crime,6.1/10,USA,English,92 min,8 January 1993,15
6403,tt0331370,Comedy,7.1/10,Uruguay,Spanish,99 min,29 July 2005,15
6404,tt0149367,Drama,6.2/10,Germany,English,89 min,6 October 2000,15
6405,tt7319822,Crime,5.2/10,USA,English,95 min,2020,18
6406,tt0383060,Action,4.4/10,USA,English,93 min,22 December 2006,PG
6407,tt9887580,Action,3.5/10,USA,English,97 min,7 January 2020,15
6408,tt8667120,Thriller,3.4/10,USA,English,83 min,9 September 2019,
6409,tt0259685,Action,5.3/10,USA,English,104 min,2 October 2001,12
6410,tt4667854,Fantasy,5.3/10,USA,English,82 min,2 December 2016,18
6411,tt0334541,Action,5.3/10,USA,English,101 min,2 January 2004,12
6412,tt0214641,Action,4.5/10,USA,English,84 min,July 2000,PG
6413,tt8750122,Comedy,4.1/10,USA,English,91 min,29 January 2019,12
6414,tt5113040,Animation,6.5/10,USA,English,86 min,24 May 2019,U
6415,tt4717402,Animation,6.7/10,France,French,94 min,23 May 2018,15
6416,tt6560164,Adventure,5.7/10,USA,English,82 min,April 2020,
6417,tt8749922,Comedy,4.8/10,USA,English,96 min,5 February 2019,12
6418,tt8328716,Action,3.6/10,USA,English,96 min,1 October 2019,15
6419,tt10767720,War,6.2/10,Israel,English,103 min,1 October 2019,15
6420,tt3016748,Drama,3.4/10,USA,English,89 min,23 August 2019,15
6421,tt1709198,Animation,8.1/10,USA,English,,2010,"
 See all certifications »
            "
6422,tt0303151,Animation,6.3/10,USA,English,62 min,12 November 2001,U
6423,tt8599746,Comedy,5.9/10,France,French,109 min,27 March 2019,KT/EA
6424,tt1540032,Short,,USA,English,,,
6425,tt3038708,Action,5/10,Finland,English,90 min,16 January 2019,15
6426,tt10432050,Documentary,6.1/10,USA,English,88 min,27 April 2019,
6427,tt10413458,Documentary,7/10,USA,English,88 min,1 November 2019,
6428,tt6843446,Comedy,3.4/10,USA,English,84 min,5 November 2019,12
6429,tt4448304,Comedy,5.8/10,USA,English,69 min,12 October 2015,"
 See all certifications »
            "
6430,tt5333842,Adventure,5.8/10,USA,English,65 min,26 November 2016,PG
6431,tt3904078,Comedy,6.1/10,USA,English,30 min,11 November 2014,"
 See all certifications »
            "
6432,tt3521770,Short,7.2/10,USA,English,39 min,1 August 2015,
6433,tt2934844,Comedy,6.5/10,USA,English,75 min,29 November 2013,"
 See all certifications »
            "
6434,tt5878476,Family,5.3/10,USA,English,69 min,9 October 2017,
6435,tt3149536,Animation,4/10,USA,English,68 min,2 August 2014,
6436,tt6268734,Comedy,5.1/10,USA,English,91 min,4 December 2018,
6437,tt1634208,Animation,8/10,Japan,Japanese,,1 April 2010,12
6438,tt0459724,Drama,8.8/10,Argentina,Spanish,,3 January 2006,
6439,tt7779590,Drama,6.5/10,Italy,Italian,115 min,25 October 2018,
6440,tt5238904,Horror,5.3/10,USA,English,93 min,24 May 2019,"
 See all certifications »
            "
6441,tt8861802,Comedy,2.9/10,USA,English,88 min,20 April 2019,"
 See all certifications »
            "
6442,tt6988208,Fantasy,4.8/10,USA,English,90 min,7 October 2017,"
 See all certifications »
            "
6443,tt8712750,Horror,3.9/10,Canada,English,77 min,2 July 2019,15
6444,tt3282076,Action,4.4/10,Denmark,Arabic,89 min,5 September 2019,18
6445,tt7832848,Action,5.6/10,USA,English,105 min,24 September 2019,15
6446,tt6170262,Horror,3.2/10,USA,English,79 min,4 June 2019,
6447,tt5637842,Reality-TV,5.3/10,USA,English,,1 January 2016,
6448,tt3455408,Documentary,7/10,USA,English,,5 January 2014,PG
6449,tt10303892,Western,5.5/10,USA,English,86 min,14 June 2019,"
 See all certifications »
            "
6450,tt9428190,Animation,3.1/10,USA,English,90 min,2 August 2019,"
 See all certifications »
            "
6451,tt6318848,Fantasy,4.7/10,Canada,English,87 min,1 November 2017,15
6452,tt9747396,Adventure,4.9/10,Chile,Spanish,100 min,30 May 2019,
6453,tt5327410,Drama,6.1/10,USA,English,91 min,13 June 2018,
6454,tt6182078,Horror,5.2/10,USA,English,103 min,8 February 2019,15
6455,tt4209788,Biography,7.4/10,China,English,140 min,1 January 2018,15
6456,tt5034474,Action,4.6/10,France,English,95 min,13 March 2017,15
6457,tt8975028,Thriller,5.9/10,Canada,English,99 min,9 March 2019,15
6458,tt10263466,Music,7.2/10,Israel,English,,18 May 2019,
6459,tt6360394,Documentary,6.1/10,Canada,English,85 min,9 April 2019,
6460,tt5028340,Comedy,6.7/10,USA,English,130 min,21 December 2018,U
6461,tt7772602,Comedy,7.3/10,USA,English,,4 April 2019,
6462,tt7031338,Romance,6/10,USA,English,81 min,20 November 2018,
6463,tt6487242,Adventure,3.6/10,Mexico,Spanish,87 min,2017,
6464,tt4633694,Animation,8.4/10,,,87 min,,PG
6465,tt8329290,Drama,5.6/10,Israel,English,95 min,24 January 2019,15
6466,tt9853992,Documentary,8.1/10,USA,English,89 min,22 March 2019,
6467,tt7458762,Action,6.9/10,France,French,115 min,6 December 2019,15
6468,tt7730102,Action,5.3/10,USA,English,126 min,19 October 2019,15
6469,tt4574654,Thriller,4.5/10,USA,English,90 min,8 February 2019,15
6470,tt2275743,Drama,4.6/10,Germany,English,120 min,8 August 2019,
6471,tt8846072,Comedy,6.1/10,Uruguay,Spanish,74 min,15 November 2018,"
 See all certifications »
            "
6472,tt5523010,Adventure,5.5/10,USA,English,99 min,2 November 2018,PG
6473,tt7188978,Drama,5.4/10,Canada,English,84 min,11 March 2019,15
6474,tt1650060,Action,5.9/10,USA,English,125 min,11 January 2019,"
 See all certifications »
            "
6475,tt5471472,Biography,4.7/10,USA,English,95 min,18 January 2019,"
 See all certifications »
            "
6476,tt9203202,Comedy,5.2/10,USA,English,95 min,26 October 2018,
6477,notfound,Comedy,,USA,English,95 min,26 October 2018,
6478,tt8172466,Action,4.8/10,USA,English,101 min,14 May 2019,15
6479,tt6029778,Documentary,7.5/10,USA,English,87 min,21 April 2018,
6480,tt2984576,Action,3/10,USA,English,87 min,23 February 2018,18
6481,tt6495388,Drama,6.3/10,USA,English,100 min,1 May 2018,"
 See all certifications »
            "
6482,tt2481498,Biography,6.6/10,USA,English,110 min,3 May 2019,15
6483,tt9221996,Documentary,7.9/10,,English,,9 October 2018,
6484,tt7588054,Drama,6.1/10,USA,English,,15 January 2019,"
 See all certifications »
            "
6485,tt8879666,Drama,5/10,USA,English,,6 October 2018,
6486,tt8965432,Documentary,7.4/10,UK,English,90 min,24 November 2018,15
6487,tt0095882,Comedy,4.7/10,USA,English,90 min,15 July 1988,PG
6488,tt8322544,Documentary,6.8/10,,English,53 min,4 July 2005,"
 See all certifications »
            "
6489,tt7282468,Drama,7.5/10,South Korea,Korean,148 min,29 August 2018,15
6490,tt3460252,Crime,7.8/10,USA,English,,8 January 2016,18
6491,tt6927152,Action,6.3/10,South Korea,Korean,121 min,25 October 2018,15
6492,tt7958740,Documentary,7.3/10,USA,English,70 min,23 January 2018,
6493,tt6212136,Drama,5.1/10,Canada,English,89 min,4 July 2018,18
6494,tt7456534,Comedy,5.7/10,Canada,English,82 min,11 March 2018,15
6495,tt3809960,Action,2.7/10,USA,English,90 min,14 December 2018,
6496,tt6917210,Action,5.8/10,Indonesia,Indonesian,102 min,19 July 2018,"
 See all certifications »
            "
6497,tt8103070,Adventure,7.5/10,USA,English,,25 October 2018,15
6498,tt4295258,Drama,5.1/10,Canada,English,87 min,1 August 2017,"
 See all certifications »
            "
6499,tt3574822,Animation,4.2/10,China,English,94 min,22 July 2016,
6500,tt7414406,Drama,7.7/10,USA,English,,10 October 2018,
6501,tt4686844,Comedy,7.2/10,UK,English,107 min,20 October 2017,15
6502,tt3833682,Drama,5.1/10,USA,English,97 min,19 March 2019,"
 See all certifications »
            "
6503,tt7542576,Comedy,6/10,USA,English,97 min,28 September 2018,15
6504,tt8267448,Drama,,Colombia,Spanish,,,
6505,tt5873672,Thriller,4.3/10,USA,English,90 min,8 August 2017,
6506,tt3396208,Drama,4.7/10,USA,English,92 min,16 November 2018,"
 See all certifications »
            "
6507,tt4575576,Comedy,7.3/10,UK,English,104 min,16 August 2018,PG
6508,tt0120347,Action,6.5/10,UK,English,119 min,12 December 1997,12
6509,tt0113189,Action,7.2/10,UK,English,130 min,24 November 1995,15
6510,tt6089358,Horror,3.8/10,USA,English,99 min,2 November 2018,15
6511,tt5779372,Drama,5.7/10,USA,English,97 min,21 August 2018,"
 See all certifications »
            "
6512,tt5796156,Comedy,5.4/10,Canada,English,89 min,11 May 2017,15
6513,tt7935784,Documentary,7.4/10,Canada,English,78 min,12 September 2018,
6514,tt6280608,Drama,5/10,UK,English,90 min,9 November 2018,15
6515,tt5773986,Documentary,6.9/10,USA,English,98 min,15 June 2018,15
6516,tt0175880,Drama,8/10,USA,English,188 min,24 March 2000,18
6517,tt2370230,Drama,6/10,USA,English,90 min,22 March 2018,12
6518,tt3496790,Comedy,5/10,USA,English,90 min,9 November 2018,12
6519,tt7681824,Drama,6.9/10,USA,English,94 min,14 June 2019,15
6520,tt5702446,Drama,5.5/10,USA,English,111 min,7 September 2018,
6521,tt3606756,Animation,7.6/10,USA,English,118 min,13 July 2018,PG
6522,tt6197494,Horror,5/10,USA,English,90 min,19 October 2018,"
 See all certifications »
            "
6523,tt6023386,Horror,4/10,USA,English,84 min,November 2018,
6524,tt6317962,Animation,5.5/10,Japan,Japanese,90 min,18 August 2017,12A
6525,tt5953880,Animation,7/10,Denmark,English,44 min,29 October 2016,
6526,tt0246460,Action,6.1/10,UK,English,133 min,20 November 2002,12A
6527,tt0143145,Action,6.4/10,UK,English,128 min,26 November 1999,12
6528,tt4580550,Horror,4.4/10,USA,English,87 min,10 September 2018,15
6529,tt5838200,Thriller,6.6/10,France,Portuguese,,1 January 2017,
6530,tt1091751,Biography,5.4/10,USA,English,,22 August 2008,
6531,tt3606756,Animation,7.6/10,USA,English,118 min,13 July 2018,PG
6532,tt5095030,Action,7.1/10,USA,English,118 min,2 August 2018,12A
6533,tt7980006,Documentary,5.7/10,,English,104 min,9 March 2018,
6534,tt7605922,Comedy,7.1/10,Argentina,Spanish,100 min,16 August 2018,"
 See all certifications »
            "
6535,tt5220122,Animation,6.3/10,USA,English,97 min,27 July 2018,U
6536,tt8714516,Drama,,South Korea,Korean,71 min,June 2018,
6537,notfound,Drama,,South Korea,Korean,71 min,June 2018,
6538,tt7689910,Documentary,7.7/10,USA,,95 min,23 May 2019,
6539,tt9271164,Drama,4.7/10,USA,English,87 min,15 January 2019,
6540,tt8354582,Mystery,4.5/10,USA,English,97 min,15 January 2019,
6541,tt3778644,Action,6.9/10,USA,English,135 min,24 May 2018,12A
6542,tt3778644,Action,6.9/10,USA,English,135 min,24 May 2018,12A
6543,tt5368756,,,,,135 min,24 May 2018,12A
6544,tt9426178,Biography,5.2/10,Argentina,Spanish,122 min,4 October 2018,"
 See all certifications »
            "
6545,tt0835802,Comedy,5.4/10,USA,English,90 min,4 March 2019,15
6546,tt8290658,Comedy,5.8/10,USA,English,,15 August 2017,
6547,tt7329810,Documentary,7/10,USA,English,70 min,10 March 2018,"
 See all certifications »
            "
6548,tt6877886,Documentary,6.8/10,Mexico,Spanish,100 min,28 September 2018,
6549,tt5994166,Drama,5.5/10,Canada,English,90 min,28 September 2018,12
6550,tt4154756,Action,8.5/10,USA,English,149 min,26 April 2018,12A
6551,tt5085924,Drama,5.5/10,USA,English,92 min,20 April 2018,15
6552,tt4196848,Comedy,7.6/10,USA,English,104 min,11 November 2016,
6553,tt6869538,Action,6.4/10,China,Mandarin,132 min,27 July 2018,15
6554,tt5885106,Action,4.3/10,UK,English,92 min,28 September 2018,
6555,notfound,Action,,UK,English,92 min,28 September 2018,
6556,notfound,Action,,UK,English,92 min,28 September 2018,
6557,notfound,Action,,UK,English,92 min,28 September 2018,
6558,notfound,Action,,UK,English,92 min,28 September 2018,
6559,tt6951892,Action,4.4/10,South Africa,English,110 min,21 September 2018,15
6560,tt5537600,Documentary,6.6/10,USA,English,86 min,7 September 2018,
6561,tt4911996,Crime,6.5/10,Australia,English,110 min,7 July 2016,15
6562,tt8618456,Musical,7.3/10,Brazil,Portuguese,,25 July 2018,
6563,tt1492705,Comedy,5.1/10,USA,English,94 min,30 March 2018,12
6564,tt0061578,Action,7.8/10,UK,English,150 min,22 October 1967,X
6565,tt5363912,Comedy,6.9/10,USA,English,,31 March 2018,"
 See all certifications »
            "
6566,tt5092380,Drama,5.9/10,France,French,89 min,30 September 2019,12
6567,tt4830786,Drama,7.2/10,Israel,English,113 min,28 December 2017,12
6568,tt6652708,Drama,4.5/10,USA,English,105 min,17 August 2018,PG
6569,tt1901024,Crime,4.9/10,UK,English,92 min,18 May 2018,18
6570,tt1877368,Reality-TV,8.6/10,UK,English,,17 August 2010,U
6571,tt6752992,Drama,7.6/10,Italy,Italian,128 min,5 April 2019,12A
6572,tt7055592,Action,6.7/10,China,Mandarin,120 min,19 July 2017,"
 See all certifications »
            "
6573,tt6878882,Action,6.7/10,China,Mandarin,142 min,23 February 2018,18
6574,tt2950418,Biography,7.3/10,USA,English,130 min,26 August 2016,
6575,tt4591212,Drama,5.5/10,USA,Spanish,,8 August 2014,
6576,tt7736150,Animation,8.4/10,,,,4 December 2017,
6577,tt6444838,Drama,6.6/10,France,French,113 min,27 July 2018,15
6578,tt6805354,Drama,7/10,Brazil,English,131 min,30 August 2017,"
 See all certifications »
            "
6579,tt1305854,Comedy,4.8/10,Hong Kong,Cantonese,100 min,22 January 2009,"
 See all certifications »
            "
6580,tt6147512,Drama,6.4/10,Argentina,Spanish,78 min,21 September 2017,"
 See all certifications »
            "
6581,tt0110857,Comedy,3.6/10,USA,English,83 min,17 June 1994,PG
6582,tt5867226,Action,3.8/10,USA,English,88 min,4 September 2018,"
 See all certifications »
            "
6583,tt5143890,Drama,4/10,USA,,92 min,15 September 2017,15
6584,tt5761496,Comedy,8.2/10,USA,English,,6 June 2018,18
6585,tt1877368,Reality-TV,8.6/10,UK,English,,17 August 2010,U
6586,tt4906960,Action,4.9/10,India,Hindi,136 min,1 September 2017,12A
6587,tt6851066,Documentary,7.4/10,USA,English,94 min,11 May 2018,15
6588,tt0098105,Comedy,4.5/10,USA,English,84 min,21 July 1989,PG
6589,tt4292228,Drama,6.2/10,India,Marathi,112 min,,
6590,tt0419992,Drama,7.2/10,India,English,120 min,25 March 2005,PG
6591,tt5752374,Drama,5.6/10,India,Hindi,132 min,1 July 2016,
6592,tt5709188,Action,5.3/10,USA,English,132 min,22 August 2018,KT/EA
6593,tt7476438,Crime,4.5/10,USA,English,90 min,27 July 2018,15
6594,tt6678874,Action,3.3/10,Serbia,English,89 min,13 May 2019,15
6595,tt7338690,Action,4.6/10,USA,English,102 min,23 October 2018,15
6596,tt5073020,Documentary,7.3/10,USA,English,97 min,14 April 2017,
6597,tt3454828,Drama,7.6/10,UK,English,160 min,1 December 2014,
6598,tt3253940,Drama,8.1/10,,English,123 min,2015,
6599,tt3900196,Drama,6.8/10,USA,English,215 min,2015,
6600,tt3248148,Drama,8.4/10,,English,190 min,,
6601,tt8105958,Action,8.4/10,Colombia,Spanish,,19 October 2018,
6602,tt6952960,Drama,6.7/10,USA,English,96 min,8 March 2019,12A
6603,tt7492116,Documentary,7.5/10,USA,English,,11 October 2017,
6604,tt8403680,Comedy,4.4/10,USA,English,111 min,2 October 2018,15
6605,tt6742610,Crime,7/10,Brazil,Portuguese,,27 August 2018,
6606,tt3730510,Comedy,5.3/10,USA,English,82 min,10 June 2016,15
6607,tt8171234,Documentary,5.6/10,Czech Republic,English,,January 2018,
6608,tt4992060,Drama,3.7/10,UK,English,84 min,23 February 2018,18
6609,tt7126746,Horror,5/10,USA,English,88 min,8 October 2017,
6610,tt0275225,Family,5.2/10,USA,English,25 min,7 December 1978,"
 See all certifications »
            "
6611,tt3807900,Action,5.2/10,USA,,111 min,2 October 2018,18
6612,tt1298820,Animation,8.6/10,Japan,Japanese,,2 October 2008,12
6613,tt5270948,Drama,6.5/10,USA,English,106 min,13 August 2018,12
6614,tt4269118,Drama,5.3/10,USA,English,94 min,5 October 2018,
6615,tt8448496,Documentary,9.2/10,USA,,,1 July 2018,
6616,tt8205180,Documentary,7.4/10,USA,English,,17 March 2018,"
 See all certifications »
            "
6617,tt5034326,Animation,8/10,USA,English,,29 September 2015,"
 See all certifications »
            "
6618,tt5360952,Action,5.1/10,UK,American Sign Language,103 min,6 April 2018,12A
6619,tt0091777,Comedy,5.4/10,Canada,English,83 min,11 July 1986,PG
6620,tt3986820,Drama,6.5/10,USA,English,100 min,6 April 2018,15
6621,tt5219972,Comedy,6.4/10,USA,English,108 min,11 May 2018,12
6622,tt0878695,Comedy,5.8/10,USA,English,79 min,21 January 2007,15
6623,tt4281724,Horror,5.6/10,USA,English,82 min,15 March 2018,18
6624,tt8412232,Documentary,7/10,USA,English,86 min,29 May 2018,15
6625,notfound,Documentary,,USA,English,86 min,29 May 2018,15
6626,tt5114154,Drama,6.3/10,USA,English,86 min,24 July 2018,12
6627,tt4729560,Animation,5.4/10,Netherlands,English,83 min,25 May 2018,U
6628,notfound,Animation,,Netherlands,English,83 min,25 May 2018,U
6629,notfound,Animation,,Netherlands,English,83 min,25 May 2018,U
6630,notfound,Animation,,Netherlands,English,83 min,25 May 2018,U
6631,notfound,Animation,,Netherlands,English,83 min,25 May 2018,U
6632,tt6060208,Adventure,6/10,USA,English,80 min,28 October 2017,
6633,tt3707104,Drama,5.9/10,USA,English,106 min,6 October 2016,15
6634,tt6336356,Animation,6.8/10,Japan,Japanese,103 min,8 July 2017,U
6635,tt6737518,Documentary,6.1/10,Switzerland,English,72 min,15 July 2018,
6636,tt0108291,Biography,6.8/10,Argentina,Spanish,124 min,3 June 1993,"
 See all certifications »
            "
6637,tt0108162,Drama,5/10,USA,English,107 min,3 September 1993,18
6638,tt1961175,Action,6.2/10,USA,English,112 min,14 September 2017,18
6639,tt7776830,Thriller,4.5/10,Canada,English,112 min,1 July 2018,
6640,tt3244786,Biography,6.6/10,Italy,English,115 min,29 October 2018,PG
6641,tt6452332,Animation,6.8/10,Japan,Japanese,112 min,19 May 2017,PG
6642,tt6088922,Comedy,6.5/10,USA,English,,12 June 2018,"
 See all certifications »
            "
6643,tt5164184,Mystery,5.8/10,UK,English,100 min,6 July 2018,15
6644,notfound,Mystery,,UK,English,100 min,6 July 2018,15
6645,notfound,Mystery,,UK,English,100 min,6 July 2018,15
6646,tt0479354,Crime,7.2/10,Argentina,Spanish,103 min,13 June 2007,15
6647,tt7895652,Comedy,6.2/10,Brazil,Portuguese,,13 March 2018,
6648,tt0104897,Action,5.5/10,USA,English,89 min,18 December 1992,15
6649,tt1507571,Drama,5.8/10,USA,English,104 min,1 December 2017,15
6650,tt3131050,Horror,3.2/10,USA,English,104 min,19 January 2018,"
 See all certifications »
            "
6651,notfound,Horror,,USA,English,104 min,19 January 2018,"
 See all certifications »
            "
6652,tt7312940,Action,3.8/10,Switzerland,English,92 min,24 November 2017,12
6653,tt6082630,Documentary,6.2/10,Denmark,English,95 min,6 October 2017,"
 See all certifications »
            "
6654,tt6536944,Animation,5.7/10,,English,71 min,14 March 2017,U
6655,tt6788942,Comedy,7.6/10,Thailand,Thai,130 min,3 May 2017,"
 See all certifications »
            "
6656,tt6752848,Documentary,7.4/10,USA,English,88 min,9 March 2018,12
6657,tt7614404,Sport,7.7/10,UK,English,91 min,20 November 2017,PG
