,imdbid,genre,rating,country,language,runtime,release_date,certificate
1316,tt1285009,Horror,5.2/10,UK,English,85 min,4 May 2018,15
1317,tt4984868,Action,5.3/10,Australia,Punjabi,148 min,28 August 2015,15
1318,tt7531878,Short,,USA,English,,4 August 2017,
1319,tt1929433,Drama,4.3/10,Hong Kong,Cantonese,100 min,19 February 2015,"
 See all certifications »
            "
1320,notfound,Drama,,Hong Kong,Cantonese,100 min,19 February 2015,"
 See all certifications »
            "
1321,tt5180856,Comedy,6.7/10,Hong Kong,Cantonese,108 min,5 November 2015,"
 See all certifications »
            "
1322,tt4379800,Crime,6.9/10,Hong Kong,Cantonese,97 min,7 April 2016,"
 See all certifications »
            "
1323,tt1810858,Action,5.1/10,China,Chinese,97 min,28 October 2010,"
 See all certifications »
            "
1324,tt4443726,,,,,97 min,28 October 2010,"
 See all certifications »
            "
1325,tt6734886,Action,7.6/10,India,Tamil,125 min,14 April 2017,12A
1326,tt5493944,Adventure,4.2/10,USA,English,85 min,17 August 2018,PG
1327,tt1307008,Drama,6.5/10,China,Mandarin,100 min,30 September 2008,"
 See all certifications »
            "
1328,notfound,Drama,,China,Mandarin,100 min,30 September 2008,"
 See all certifications »
            "
1329,tt1312156,Romance,5.6/10,Hong Kong,Cantonese,117 min,23 January 2009,"
 See all certifications »
            "
1330,tt1934335,Drama,6.7/10,China,Mandarin,117 min,13 May 2011,"
 See all certifications »
            "
1331,notfound,Drama,,China,Mandarin,117 min,13 May 2011,"
 See all certifications »
            "
1332,tt3542028,Comedy,4.3/10,India,Hindi,111 min,13 June 2014,"
 See all certifications »
            "
1333,notfound,Comedy,,India,Hindi,111 min,13 June 2014,"
 See all certifications »
            "
1334,tt1776143,Romance,6.5/10,Hong Kong,Cantonese,115 min,31 March 2011,"
 See all certifications »
            "
1335,tt6864864,Documentary,8.2/10,UK,English,104 min,1 June 2018,12A
1336,tt9316056,Reality-TV,5/10,,,,1 December 2018,
1337,tt8219520,Documentary,7.5/10,Mexico,Spanish,80 min,14 March 2018,
1338,tt8062474,War,8.1/10,India,Hindi,,12 February 2018,
1339,tt3044248,Comedy,6/10,Hong Kong,Cantonese,94 min,25 July 2013,"
 See all certifications »
            "
1340,tt3121474,Romance,5.5/10,Hong Kong,Mandarin,113 min,11 November 2014,"
 See all certifications »
            "
1341,tt3898860,Comedy,5.8/10,Hong Kong,Cantonese,105 min,1 August 2014,"
 See all certifications »
            "
1342,tt4123482,Animation,3.3/10,USA,English,,20 February 2017,"
 See all certifications »
            "
1343,tt8271972,Animation,5.9/10,Japan,Japanese,,8 January 2018,"
 See all certifications »
            "
1344,tt7829544,Animation,7/10,Ireland,English,30 min,30 November 2018,"
 See all certifications »
            "
1345,tt6892462,Comedy,6.4/10,France,French,102 min,26 April 2019,15
1346,tt6747420,Comedy,5.8/10,India,Hindi,117 min,30 November 2018,15
1347,tt6444140,Drama,6/10,Mexico,Spanish,96 min,31 August 2018,"
 See all certifications »
            "
1348,tt8709036,Drama,5.2/10,USA,English,92 min,30 November 2018,PG
1349,tt7645192,Drama,6.8/10,Italy,Italian,,30 November 2018,15
1350,tt7371666,Crime,6.8/10,Poland,Polish,,30 November 2018,15
1351,tt7949200,Biography,7.8/10,Puerto Rico,Spanish,,30 November 2018,"
 See all certifications »
            "
1352,tt8887956,Reality-TV,6.1/10,USA,English,,30 November 2018,"
 See all certifications »
            "
1353,tt0811138,Comedy,3.8/10,UK,English,87 min,1 August 2008,12A
1354,tt6923462,Biography,7.4/10,India,Hindi,112 min,21 September 2018,"
 See all certifications »
            "
1355,tt8065796,Drama,7.4/10,Indonesia,Indonesian,100 min,15 March 2018,"
 See all certifications »
            "
1356,tt8649316,Drama,7.5/10,Japan,Japanese,,26 July 2018,"
 See all certifications »
            "
1357,tt1987569,Family,7.5/10,Indonesia,Indonesian,100 min,15 December 2011,
1358,tt6719840,Drama,6.3/10,Mexico,Spanish,100 min,15 June 2018,"
 See all certifications »
            "
1359,tt3810752,Short,,USA,English,,1 September 2013,
1360,tt8160064,Drama,7/10,South Korea,Korean,,27 November 2018,"
 See all certifications »
            "
1361,tt9203078,Comedy,7.7/10,USA,English,,27 November 2018,15
1362,tt7981562,Comedy,6.3/10,South Korea,Korean,,26 November 2018,"
 See all certifications »
            "
1363,tt5639898,Comedy,5.2/10,USA,English,,30 September 2018,15
1364,tt7608128,Drama,7.2/10,South Korea,Korean,,22 November 2017,"
 See all certifications »
            "
1365,tt9151274,Drama,8.7/10,South Korea,Korean,,23 November 2018,"
 See all certifications »
            "
1366,tt7158972,Drama,5.6/10,Spain,Spanish,,5 April 2018,"
 See all certifications »
            "
1367,tt5770788,Comedy,6.8/10,UK,English,,7 November 2017,15
1368,tt7208182,Comedy,7.3/10,South Korea,Korean,,18 September 2017,"
 See all certifications »
            "
1369,tt2990140,Adventure,7.1/10,USA,English,104 min,22 November 2018,PG
1370,tt8673610,Animation,7.6/10,Japan,Japanese,,8 July 2018,PG
1371,tt2221405,Drama,8.2/10,South Korea,Korean,,5 October 2011,"
 See all certifications »
            "
1372,tt6708044,Comedy,5.8/10,Spain,Spanish,90 min,16 March 2018,"
 See all certifications »
            "
1373,tt9170648,Comedy,7.2/10,USA,English,63 min,20 November 2018,12
1374,tt9203064,Animation,7.3/10,,,,20 November 2018,"
 See all certifications »
            "
1375,tt8959860,Animation,7.9/10,Australia,English,,20 November 2018,"
 See all certifications »
            "
1376,tt7619858,Reality-TV,7.7/10,USA,English,,2018,12
1377,tt7981492,Horror,4.2/10,Indonesia,Indonesian,113 min,20 November 2018,15
1378,notfound,Horror,,Indonesia,Indonesian,113 min,20 November 2018,15
1379,tt7605482,Drama,7.7/10,Australia,English,113 min,1 September 2018,
1380,tt6304162,Drama,7.6/10,Russia,Russian,127 min,9 February 2018,15
1381,tt4357294,Comedy,6.9/10,South Korea,Korean,,21 January 2015,"
 See all certifications »
            "
1382,notfound,Comedy,,South Korea,Korean,,21 January 2015,"
 See all certifications »
            "
1383,tt8001718,Comedy,5.4/10,USA,,,16 November 2018,U
1384,tt7489816,Comedy,6.8/10,France,French,,17 October 2018,"
 See all certifications »
            "
1385,tt8954732,Romance,6/10,USA,English,101 min,16 November 2018,PG
1386,tt8361028,Horror,5.9/10,USA,English,94 min,16 November 2018,15
1387,tt6412452,Comedy,7.3/10,USA,English,133 min,9 November 2018,15
1388,tt8714904,Crime,8.4/10,Mexico,,,16 November 2018,15
1389,tt7255502,Comedy,8.2/10,USA,English,,16 November 2018,15
1390,tt9201008,Documentary,8.1/10,USA,English,,16 November 2018,12
1391,tt6772360,Drama,8.2/10,China,Mandarin,,7 April 2017,
1392,tt8090388,Comedy,7.5/10,South Korea,Korean,,21 May 2018,"
 See all certifications »
            "
1393,tt8961530,Documentary,5.3/10,Brazil,Portuguese,,16 November 2018,"
 See all certifications »
            "
1394,tt4269776,Comedy,7/10,South Korea,Korean,,1 November 2014,"
 See all certifications »
            "
1395,tt7890304,Comedy,8.3/10,South Korea,Korean,,5 February 2018,"
 See all certifications »
            "
1396,tt5926558,Short,7.2/10,USA,English,12 min,13 February 2017,
1397,notfound,Short,,USA,English,12 min,13 February 2017,
1398,tt8765496,Horror,6/10,Indonesia,Indonesian,110 min,15 November 2018,15
1399,tt5687334,Biography,6.6/10,France,French,107 min,11 May 2018,15
1400,tt8690890,Drama,8.2/10,China,Mandarin,,9 July 2018,"
 See all certifications »
            "
1401,tt6994648,Animation,7.1/10,Japan,Japanese,,5 July 2017,
1402,tt8059506,Animation,4.8/10,Australia,English,72 min,1 March 2018,"
 See all certifications »
            "
1403,tt7437462,Animation,4.6/10,Australia,English,70 min,5 October 2017,"
 See all certifications »
            "
1404,tt6212854,Action,7.7/10,South Korea,Korean,,14 January 2017,"
 See all certifications »
            "
1405,tt6241352,Animation,4.7/10,USA,English,43 min,1 November 2016,"
 See all certifications »
            "
1406,tt5618752,Drama,6.6/10,France,Russian,143 min,16 August 2017,18
1407,tt8396120,Thriller,6/10,India,Marathi,108 min,31 August 2018,"
 See all certifications »
            "
1408,tt7734662,Drama,7.8/10,India,Marathi,95 min,2017,"
 See all certifications »
            "
1409,tt8731842,Comedy,7.2/10,India,Tamil,123 min,17 August 2018,"
 See all certifications »
            "
1410,tt7408358,Drama,7.2/10,India,Marathi,123 min,11 August 2017,"
 See all certifications »
            "
1411,tt5473696,Documentary,7/10,India,Hindi,136 min,18 February 2015,
1412,tt8066304,Drama,6.9/10,India,Malayalam,124 min,6 April 2018,"
 See all certifications »
            "
1413,tt8136908,Drama,7.3/10,India,Hindi,114 min,7 September 2018,U
1414,tt7074092,Romance,4.3/10,Canada,English,86 min,December 2017,
1415,tt9203030,Music,6.9/10,,,91 min,13 November 2018,
1416,tt6523686,Action,,India,Hindi,,,
1417,tt7745956,Animation,7.3/10,USA,English,,13 November 2018,PG
1418,tt5938084,Action,5.8/10,Philippines,Filipino,127 min,1 August 2018,"
 See all certifications »
            "
1419,tt8107992,Documentary,7.4/10,Germany,English,,9 November 2017,"
 See all certifications »
            "
1420,tt8242904,Comedy,8.1/10,South Korea,Korean,,6 June 2018,"
 See all certifications »
            "
1421,tt6679794,Action,6.9/10,UK,English,121 min,9 November 2018,18
1422,tt6055498,Drama,8/10,China,Chinese,,2016,"
 See all certifications »
            "
1423,tt7440274,Documentary,8.4/10,USA,English,,9 November 2018,"
 See all certifications »
            "
1424,tt8912244,Animation,5.6/10,Brazil,Portuguese,,November 2018,15
1425,tt8693758,Musical,5.8/10,USA,English,,9 November 2018,"
 See all certifications »
            "
1426,tt5075584,Comedy,6.8/10,Germany,German,91 min,23 March 2017,18
1427,tt6531888,Sci-Fi,7.4/10,France,French,,8 November 2018,"
 See all certifications »
            "
1428,tt7890244,Drama,8.1/10,South Korea,Korean,,2 February 2018,"
 See all certifications »
            "
1429,tt4556738,Comedy,5.3/10,Thailand,Thai,102 min,28 May 2015,"
 See all certifications »
            "
1430,tt6802308,Biography,5.2/10,USA,English,94 min,9 February 2018,15
1431,tt4291714,Adventure,6.6/10,USA,English,,13 October 2015,12
1432,tt2589640,Comedy,6.4/10,Thailand,Thai,108 min,16 August 2012,
1433,tt7310916,Documentary,7.5/10,USA,English,90 min,16 November 2018,"
 See all certifications »
            "
1434,tt4172758,Comedy,6.5/10,USA,English,90 min,2015,
1435,tt6257658,Drama,6.4/10,South Korea,Korean,,13 October 2017,
1436,tt7886846,Family,5.9/10,India,Marathi,150 min,25 May 2018,
1437,tt0185406,Comedy,9/10,Malaysia,English,,1998,
1438,tt8262802,Drama,5.7/10,USA,English,95 min,2 November 2018,PG
1439,tt9046556,Documentary,7.2/10,USA,English,59 min,2018,12
1440,tt0069049,Drama,6.8/10,France,English,122 min,2 November 2018,15
1441,tt9203042,Documentary,8/10,,,,2 November 2018,"
 See all certifications »
            "
1442,tt6893836,Documentary,7.4/10,USA,English,98 min,2 November 2018,15
1443,tt3184674,Comedy,8.2/10,South Korea,Korean,,7 August 2013,"
 See all certifications »
            "
1444,tt9255718,Animation,6.4/10,Japan,Japanese,,16 February 2019,"
 See all certifications »
            "
1445,tt5828640,Action,2.6/10,USA,English,86 min,27 July 2016,15
1446,notfound,Action,,USA,English,86 min,27 July 2016,15
1447,tt1266583,Drama,7.7/10,India,Hindi,134 min,22 August 2008,15
1448,tt3483712,Crime,6.1/10,India,Hindi,141 min,29 August 2014,12A
1449,tt2677816,Comedy,4.4/10,India,Tamil,136 min,5 April 2013,12A
1450,tt1221139,Comedy,6.9/10,India,Hindi,136 min,19 September 2008,PG
1451,tt3524410,Comedy,3.8/10,India,Hindi,95 min,9 May 2014,"
 See all certifications »
            "
1452,tt1620933,Action,8.2/10,India,Hindi,95 min,2 March 2012,12A
1453,tt1292703,Comedy,7.7/10,India,Hindi,125 min,28 November 2008,12A
1454,tt1734110,Biography,7.2/10,India,Hindi,125 min,7 January 2011,15
1455,tt3949626,Action,6.2/10,India,Tamil,147 min,12 September 2014,Not Rated
1456,tt2404027,Animation,6.8/10,India,Hindi,96 min,25 May 2012,"
 See all certifications »
            "
1457,tt2321163,Drama,6.3/10,India,Hindi,160 min,8 February 2013,Not Rated
1458,tt0800956,Comedy,7.4/10,India,Hindi,132 min,11 May 2007,12A
1459,tt1391544,Comedy,5.6/10,India,Hindi,131 min,6 March 2009,
1460,tt1714832,Comedy,7.6/10,India,Hindi,112 min,8 October 2010,
1461,tt2407826,Comedy,3.7/10,India,Malayalam,140 min,21 September 2012,"
 See all certifications »
            "
1462,notfound,Comedy,,India,Malayalam,140 min,21 September 2012,"
 See all certifications »
            "
1463,tt0979891,Comedy,4.2/10,India,Hindi,110 min,16 March 2007,12A
1464,tt8634328,Drama,7.4/10,India,Punjabi,127 min,22 June 2018,"
 See all certifications »
            "
1465,tt8041006,Drama,5.1/10,Canada,English,91 min,1 November 2018,"
 See all certifications »
            "
1466,tt4467262,Comedy,4.9/10,India,Hindi,135 min,18 September 2015,12A
1467,tt1120897,Drama,4.9/10,UK,Hindi,167 min,23 November 2007,12A
1468,tt1392744,Comedy,4.7/10,India,Hindi,122 min,15 January 2010,PG
1469,tt4944352,Action,7.6/10,Philippines,Filipino,118 min,9 September 2015,
1470,tt1241195,Crime,7.7/10,India,Hindi,99 min,6 June 2008,12
1471,tt2345561,Action,7.1/10,India,Malayalam,100 min,4 May 2012,12A
1472,tt2262126,Comedy,6.9/10,India,Tamil,135 min,11 May 2012,12A
1473,tt2213054,Drama,7.6/10,India,Hindi,135 min,22 February 2013,12A
1474,tt1479667,Comedy,5.1/10,India,Hindi,117 min,4 September 2009,
1475,tt1280558,Crime,8.1/10,India,Hindi,117 min,5 September 2008,15
1476,notfound,Crime,,India,Hindi,117 min,5 September 2008,15
1477,tt8824648,Crime,7.6/10,Thailand,Thai,,8 August 2018,"
 See all certifications »
            "
1478,tt6049376,Music,,India,Hindi,,22 June 2015,
1479,tt7104984,Crime,6.3/10,Spain,Spanish,126 min,11 October 2018,"
 See all certifications »
            "
1480,tt8585954,Comedy,7.5/10,South Korea,Korean,,27 July 2018,"
 See all certifications »
            "
1481,tt9077196,Comedy,6.1/10,,,,30 October 2018,15
1482,tt1852148,Adult,5.9/10,USA,English,,3 March 2011,
1483,tt4597234,Biography,7.4/10,Indonesia,Indonesian,90 min,21 November 2013,
1484,notfound,Biography,,Indonesia,Indonesian,90 min,21 November 2013,
1485,tt8080054,Comedy,8.2/10,USA,English,,28 October 2018,"
 See all certifications »
            "
1486,tt3141190,Comedy,8.2/10,South Korea,Korean,,5 June 2013,"
 See all certifications »
            "
1487,tt6884200,Drama,5.3/10,USA,English,92 min,1 June 2018,12
1488,tt4271918,Crime,7.7/10,UK,English,87 min,13 September 2015,12
1489,tt4713884,Biography,7.4/10,Indonesia,Indonesian,161 min,9 April 2015,
1490,tt7472352,Documentary,7.4/10,USA,English,97 min,26 October 2018,12
1491,tt1682886,Drama,5.4/10,,,100 min,26 October 2018,15
1492,tt7527538,Comedy,5.4/10,Spain,Spanish,89 min,6 July 2018,"
 See all certifications »
            "
1493,tt7569592,Drama,7.6/10,USA,English,,26 October 2018,15
1494,tt6775816,Documentary,5.8/10,USA,,,26 October 2018,"
 See all certifications »
            "
1495,tt4201628,Drama,8.1/10,South Korea,Korean,,12 November 2014,"
 See all certifications »
            "
1496,notfound,Drama,,South Korea,Korean,,12 November 2014,"
 See all certifications »
            "
1497,tt8190748,Thriller,5.9/10,India,Telugu,122 min,20 July 2018,"
 See all certifications »
            "
1498,tt8454808,Animation,6/10,UK,English,,18 October 2018,"
 See all certifications »
            "
1499,tt7217214,Documentary,7/10,USA,English,93 min,22 June 2018,"
 See all certifications »
            "
1500,tt7493974,Crime,8.1/10,UK,English,,26 August 2018,15
1501,tt3380556,Short,,USA,English,,24 March 2013,
1502,tt2631186,Action,8.1/10,India,Telugu,159 min,10 July 2015,15
1503,tt7451284,Animation,5.6/10,Japan,Japanese,85 min,24 April 2018,12
1504,tt9036126,Comedy,7.6/10,USA,English,73 min,23 October 2018,15
1505,tt8791742,Drama,8/10,China,Mandarin,,30 April 2018,
1506,tt5851786,Animation,5.6/10,UK,English,85 min,14 October 2018,
1507,notfound,Animation,,UK,English,85 min,14 October 2018,
1508,tt9154584,Comedy,6.2/10,Mexico,Spanish,50 min,19 October 2018,"
 See all certifications »
            "
1509,tt9077194,Animation,6.5/10,,,,19 October 2018,"
 See all certifications »
            "
1510,tt7608238,Drama,7/10,UK,English,,4 September 2018,15
1511,tt9077188,Reality-TV,7.1/10,UK,,49 min,19 October 2018,"
 See all certifications »
            "
1512,tt6116856,Action,7/10,Indonesia,Indonesian,121 min,19 October 2018,18
1513,tt3967878,Action,6/10,South Korea,Korean,139 min,19 October 2018,15
1514,tt9077184,Music,7.6/10,China,Mandarin,,8 August 2018,"
 See all certifications »
            "
1515,tt7981966,Documentary,8.5/10,Denmark,Danish,,30 April 2018,
1516,tt7768010,Comedy,6.3/10,USA,English,,19 October 2018,"
 See all certifications »
            "
1517,tt7188736,Documentary,6.5/10,Australia,English,,16 May 2017,"
 See all certifications »
            "
1518,tt4583316,Comedy,7.2/10,South Korea,Korean,,1 April 2015,"
 See all certifications »
            "
1519,notfound,Comedy,,South Korea,Korean,,1 April 2015,"
 See all certifications »
            "
1520,tt8065198,Comedy,8.5/10,Thailand,Thai,,2017,
1521,tt5998744,Action,5.1/10,Hong Kong,English,95 min,15 September 2016,15
1522,tt4083622,Crime,7.2/10,India,Telugu,120 min,14 November 2014,"
 See all certifications »
            "
1523,tt9155740,Animation,,,,120 min,,
1524,notfound,Animation,,,,120 min,,
1525,tt7486356,Comedy,5.2/10,India,Tamil,139 min,6 July 2018,15
1526,tt9060534,Comedy,6.5/10,USA,English,63 min,16 October 2018,15
1527,tt8253268,Animation,6.7/10,Japan,Japanese,,2 April 2018,"
 See all certifications »
            "
1528,tt4448310,Comedy,6.5/10,India,Tamil,102 min,31 July 2015,PG
1529,tt7213936,Drama,7.4/10,Norway,Urdu,106 min,6 October 2017,15
1530,tt5936884,Comedy,7.7/10,South Korea,Korean,,24 August 2016,"
 See all certifications »
            "
1531,tt2255085,Comedy,7.8/10,South Korea,Korean,,11 August 2010,"
 See all certifications »
            "
1532,tt5711676,Short,9.7/10,Australia,English,,29 April 2016,
1533,tt9067286,Reality-TV,8.1/10,India,Hindi,,10 October 2015,
1534,notfound,Reality-TV,,India,Hindi,,10 October 2015,
1535,tt5010664,Drama,7.5/10,South Korea,Korean,,5 August 2015,"
 See all certifications »
            "
1536,tt6720154,Comedy,8/10,South Korea,Korean,,10 May 2017,"
 See all certifications »
            "
1537,tt5705896,Comedy,7.3/10,South Korea,Korean,,14 May 2016,"
 See all certifications »
            "
1538,tt5569038,Drama,7.4/10,South Korea,Korean,,28 March 2016,"
 See all certifications »
            "
1539,tt2373743,Comedy,7.2/10,South Korea,Korean,,9 May 2011,"
 See all certifications »
            "
1540,tt5764332,Comedy,7.7/10,South Korea,Korean,,20 June 2016,"
 See all certifications »
            "
1541,tt6791638,Thriller,6.3/10,India,Bengali,,21 July 2017,
1542,tt6452574,Biography,7.8/10,India,Hindi,155 min,29 June 2018,15
1543,tt9011114,Reality-TV,4.6/10,UK,,,10 July 2018,
1544,tt7690638,Biography,7.4/10,India,Hindi,131 min,13 July 2018,12A
1545,tt5419676,Documentary,6.9/10,USA,English,86 min,12 October 2018,"
 See all certifications »
            "
1546,notfound,Documentary,,USA,English,86 min,12 October 2018,"
 See all certifications »
            "
1547,tt6217306,Drama,6.3/10,UK,English,130 min,12 October 2018,18
1548,tt8512746,Comedy,4.7/10,Indonesia,Indonesian,105 min,15 June 2018,15
1549,tt6763664,Drama,8.7/10,USA,English,,12 October 2018,15
1550,tt9047526,Documentary,7.7/10,,,,12 October 2018,
1551,tt8773080,Comedy,7.7/10,USA,,,12 October 2018,12
1552,tt5592878,Fantasy,6.3/10,Spain,Basque,98 min,12 October 2018,"
 See all certifications »
            "
1553,tt4555364,Action,6.8/10,USA,English,,17 July 2018,15
1554,tt8772088,Documentary,7.7/10,,,,11 October 2018,PG
1555,tt9054364,Animation,8/10,Japan,Japanese,,2 October 2018,15
1556,tt4643400,Drama,7.1/10,Indonesia,Indonesian,117 min,9 April 2015,"
 See all certifications »
            "
1557,tt7280898,Crime,6.8/10,Norway,English,143 min,10 October 2018,15
1558,tt1301264,Adventure,7.8/10,Indonesia,Indonesian,124 min,25 September 2008,"
 See all certifications »
            "
1559,tt1445022,Drama,6.7/10,Indonesia,Indonesian,97 min,18 June 2009,
1560,tt9060526,Documentary,7.3/10,USA,English,56 min,8 October 2018,"
 See all certifications »
            "
1561,tt8690728,Animation,7.5/10,Japan,Japanese,,October 2018,18
1562,tt6029714,Drama,7.2/10,Indonesia,Indonesian,97 min,28 January 2016,"
 See all certifications »
            "
1563,tt5776208,Animation,6.3/10,Japan,English,97 min,14 June 2017,15
1564,tt8595708,Drama,6.7/10,Malaysia,Malay,120 min,26 July 2018,15
1565,tt8747928,Animation,7/10,Japan,Japanese,,7 October 2018,12
1566,tt4320966,Comedy,6.7/10,Vietnam,Vietnamese,92 min,5 October 2018,Not Rated
1567,tt9085726,Animation,5.3/10,,,24 min,5 October 2018,"
 See all certifications »
            "
1568,tt5536610,Comedy,7.2/10,USA,English,123 min,5 October 2018,15
1569,tt7134908,Crime,7.6/10,Spain,Spanish,,5 October 2018,15
1570,tt7383144,Drama,6.5/10,USA,English,,2019,
1571,tt8129694,Comedy,7.2/10,South Korea,,,5 October 2018,15
1572,tt8882486,Music,6.9/10,,,,5 October 2018,"
 See all certifications »
            "
1573,tt5935682,Drama,7.4/10,Indonesia,Indonesian,77 min,29 September 2016,
1574,notfound,Drama,,Indonesia,Indonesian,77 min,29 September 2016,
1575,tt7078180,Animation,8.4/10,Japan,Japanese,,11 January 2018,PG
1576,tt7573024,Drama,6.6/10,UK,English,,31 October 2017,"
 See all certifications »
            "
1577,tt3962984,Drama,6.6/10,UK,English,118 min,21 July 2017,12A
1578,tt5208252,Biography,6.6/10,USA,English,122 min,3 October 2018,15
1579,tt8954026,Comedy,5.9/10,South Korea,Korean,,28 September 2018,"
 See all certifications »
            "
1580,notfound,Comedy,,South Korea,Korean,,28 September 2018,"
 See all certifications »
            "
1581,tt8801708,Drama,7.3/10,South Korea,Korean,,1 October 2018,"
 See all certifications »
            "
1582,tt9017614,Comedy,7.4/10,,,63 min,2 October 2018,15
1583,tt5344382,Animation,7.9/10,Japan,Japanese,,4 October 2015,"
 See all certifications »
            "
1584,tt0495212,Animation,8.3/10,Japan,Japanese,,10 February 2006,18
1585,tt6353308,Drama,7.6/10,China,,,11 November 2016,"
 See all certifications »
            "
1586,tt8315772,Crime,7.5/10,Japan,Japanese,,10 April 2018,
1587,tt8295962,Comedy,7.7/10,Japan,Japanese,,21 April 2018,
1588,tt6157148,Comedy,8.4/10,South Korea,Korean,,16 November 2016,"
 See all certifications »
            "
1589,tt4788638,Drama,6.2/10,Hong Kong,Mandarin,125 min,6 August 2015,"
 See all certifications »
            "
1590,tt5017192,Action,6.5/10,India,Punjabi,130 min,9 September 2016,"
 See all certifications »
            "
1591,tt3794302,Horror,6.2/10,India,Hindi,107 min,18 July 2014,"
 See all certifications »
            "
1592,tt1956697,Action,5.9/10,India,Tamil,150 min,13 January 2012,15
1593,tt5026484,Action,6/10,India,Punjabi,120 min,22 July 2016,"
 See all certifications »
            "
1594,tt1324059,Comedy,7.6/10,India,Hindi,138 min,2 October 2009,PG
1595,tt3044882,Drama,3.2/10,India,Hindi,122 min,26 July 2013,"
 See all certifications »
            "
1596,tt4287114,Comedy,6.5/10,India,Bengali,74 min,January 2016,
1597,tt6705612,Comedy,6.6/10,India,Punjabi,137 min,14 April 2017,PG
1598,tt0485513,Comedy,7.3/10,India,Hindi,129 min,7 October 2005,PG
1599,tt2053397,Action,6.4/10,India,Tamil,103 min,30 September 2011,
1600,tt3569788,Action,6.5/10,India,Tamil,149 min,11 April 2014,12A
1601,tt1383603,Documentary,8.5/10,India,,149 min,6 February 2009,
1602,tt5743858,Comedy,5.9/10,India,Punjabi,141 min,25 August 2016,12A
1603,tt3563156,Action,5/10,India,Tamil,166 min,15 August 2014,15
1604,tt1274295,Action,7.4/10,India,Hindi,130 min,14 August 2009,15
1605,tt1415252,Drama,2.9/10,India,Hindi,130 min,7 August 2009,15
1606,tt4129428,Action,6.5/10,India,Hindi,161 min,14 July 2017,12A
1607,tt6268302,Drama,5.4/10,,Punjabi,143 min,30 January 2017,15
1608,tt5814408,Family,5.2/10,Canada,English,90 min,1 October 2018,
1609,tt1185442,Action,5.7/10,India,Hindi,161 min,20 November 2009,15
1610,tt1524539,Biography,8.4/10,India,Marathi,96 min,29 January 2010,"
 See all certifications »
            "
1611,tt1372266,Action,5.4/10,India,Hindi,100 min,20 March 2009,15
1612,tt7548570,Action,7.4/10,India,Malayalam,138 min,31 March 2018,
1613,tt6885956,Drama,5.8/10,India,Punjabi,138 min,8 April 2016,
1614,tt6103292,Thriller,6.1/10,India,Punjabi,92 min,14 October 2016,12A
1615,tt5297578,Adventure,6.2/10,Pakistan,Urdu,92 min,13 September 2016,
1616,tt1639426,Drama,8.2/10,India,Hindi,134 min,16 July 2010,Not Rated
1617,tt3469244,Action,5.9/10,India,Hindi,136 min,28 August 2015,15
1618,tt4678200,Drama,7.4/10,India,Punjabi,137 min,4 December 2015,12A
1619,tt3554418,Comedy,6.4/10,India,Hindi,130 min,19 September 2014,PG
1620,tt7177642,Drama,6.5/10,India,Punjabi,152 min,20 April 2018,12A
1621,tt1512220,Comedy,5.3/10,India,Hindi,100 min,14 October 2011,
1622,tt2271641,Action,6.1/10,India,Tamil,160 min,28 September 2012,12A
1623,tt8717590,Animation,6.4/10,USA,English,160 min,25 November 2018,U
1624,tt7869818,Animation,7.2/10,USA,English,44 min,17 February 2018,U
1625,tt6611578,Comedy,6.1/10,India,Punjabi,119 min,30 December 2016,"
 See all certifications »
            "
1626,tt0449994,Action,7.6/10,India,Hindi,213 min,14 February 2008,12A
1627,tt7585674,Comedy,5.3/10,India,Punjabi,128 min,8 December 2017,PG
1628,tt1043451,Comedy,6.1/10,India,Hindi,141 min,20 February 2009,12A
1629,notfound,Comedy,,India,Hindi,141 min,20 February 2009,12A
1630,tt7603386,Comedy,7/10,USA,English,,8 November 2017,
1631,notfound,Comedy,,USA,English,,8 November 2017,
1632,tt7914338,Game-Show,7/10,USA,English,,13 April 2016,
1633,tt4546934,Comedy,8.2/10,USA,English,,26 March 2015,
1634,notfound,Comedy,,USA,English,,26 March 2015,
1635,tt8893608,Documentary,6.4/10,Spain,Spanish,116 min,28 September 2018,12
1636,tt7476418,Documentary,5.8/10,USA,English,22 min,28 September 2018,"
 See all certifications »
            "
1637,tt5057140,Drama,5.6/10,USA,English,125 min,28 September 2018,15
1638,tt8871764,Reality-TV,4/10,USA,Spanish,,28 September 2018,"
 See all certifications »
            "
1639,tt6506146,Horror,5.1/10,Indonesia,Indonesian,107 min,28 September 2018,15
1640,tt5169582,Comedy,6.8/10,Indonesia,Indonesian,127 min,17 December 2015,
1641,tt3418604,Drama,7.6/10,Indonesia,Dutch,164 min,19 December 2013,"
 See all certifications »
            "
1642,tt3742922,Adult,,Japan,Japanese,117 min,21 December 2012,
1643,tt7946836,Action,6.5/10,China,Hindi,132 min,29 June 2018,15
1644,tt5128712,Action,6.7/10,Hong Kong,Cantonese,95 min,25 August 2016,"
 See all certifications »
            "
1645,tt4799574,Comedy,8.1/10,South Korea,Korean,,3 July 2015,"
 See all certifications »
            "
1646,notfound,Comedy,,South Korea,Korean,,3 July 2015,"
 See all certifications »
            "
1647,tt0365545,Comedy,6.4/10,USA,English,98 min,21 September 2018,15
1648,tt7440432,Documentary,7.6/10,USA,English,124 min,21 September 2018,"
 See all certifications »
            "
